DATE_TIME,AC_POWER,DC_POWER
14-01-2020 06:45,1.13871,1.17022
14-01-2020 07:00,2.6247,2.7014534
14-01-2020 07:15,5.44847,5.609493
14-01-2020 07:30,8.91917,9.103707
14-01-2020 07:45,13.76131,13.997467
14-01-2020 08:00,18.86101,19.173566
14-01-2020 08:15,23.81478,24.194973
14-01-2020 08:30,29.59635,30.05466
14-01-2020 08:45,37.12421,37.698586
14-01-2020 09:00,46.45931,47.16751
14-01-2020 09:15,52.97101,53.788293
14-01-2020 09:30,59.95224,60.90006
14-01-2020 09:45,62.39982,63.407016
14-01-2020 10:00,72.31859,73.54084
14-01-2020 10:15,76.77139,78.12522
14-01-2020 10:30,79.85077,81.28476
14-01-2020 10:45,81.95279,83.43271
14-01-2020 11:00,83.22652,84.73793
14-01-2020 11:15,83.14355,84.57175
14-01-2020 11:30,85.24124,86.69876
14-01-2020 11:45,86.24524,87.741875
14-01-2020 12:00,88.96633,90.488016
14-01-2020 12:15,83.61325,85.14447
14-01-2020 12:30,85.03383,86.63412
14-01-2020 12:45,85.0544,86.64511
14-01-2020 13:00,81.95441,83.47476
14-01-2020 13:15,78.33457,79.77144
14-01-2020 13:30,85.55463,87.14306
14-01-2020 13:45,84.77955,86.246016
14-01-2020 14:00,81.06729,82.57152
14-01-2020 14:15,77.73057,79.226125
14-01-2020 14:30,72.07851,73.463664
14-01-2020 14:45,70.17904,71.51325
14-01-2020 15:00,65.24349,66.439336
14-01-2020 15:15,58.30956,59.375906
14-01-2020 15:30,49.99587,50.919973
14-01-2020 15:45,41.61441,42.409434
